query_id,claim,recall@1,recall@2,recall@3,recall@4,recall@5,precision@1,precision@2,precision@3,precision@4,precision@5
19,El presupuesto del Ministerio de Igualdad en 2022 es de más de 20.000 millones d,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
20,"“La semana pasada anunciamos la mayor partida de becas de la historia, 2.520 mil",0.0,0.0,0.0,0.0625,0.125,0.0,0.0,0.0,0.25,0.4
21,La Casa Blanca confirmó que el dólar dejará de ser la moneda oficial de Estados ,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
22,"“Solo en tres meses ha habido más de 10.000 (desahucios), un 13% más que el año ",0.0526,0.1053,0.1579,0.2105,0.2632,1.0,1.0,1.0,1.0,1.0
23,El equipo médico de 14 personas que “cuida de Pedro Sánchez en Moncloa”,0.0556,0.1111,0.1667,0.1667,0.2222,1.0,1.0,1.0,0.75,0.8
24,El café subió al doble durante los primeros cien días del Gobierno Petro,0.0526,0.1053,0.1579,0.2105,0.2632,1.0,1.0,1.0,1.0,1.0
25,"En 2014 se logró una cobertura de vacunación contra sarampión, rubéola o parotid",0.0,0.0,0.3333,0.3333,0.3333,0.0,0.0,0.3333,0.25,0.2
26,Coca Cola regala una mininevera por su 130 aniversario,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
27,Esta imagen muestra a Carlos Vives ondeando la bandera de Israel en un concierto,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
28,Esta foto muestra el aeropuerto de Dubái colapsado con 200 aviones privados dura,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
29,Estamos regalando y entregando 500 PS5 completamente gratis,0.3333,0.3333,0.3333,0.6667,0.6667,1.0,0.5,0.3333,0.5,0.4
30,Tú pagas la energía más cara de Europa y 32 expolíticos de PP y PSOE se forran e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Bolivianos cruzando la frontera con Argentina para votar en las PASO 2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Video de joven supuestamente acribillado en Cuba es una dramatización de 2016,0.0714,0.1429,0.2143,0.2857,0.3571,1.0,1.0,1.0,1.0,1.0
33,Foto de tres hombres encadenados por la exguerrilla colombiana M-19,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
34,Este vídeo muestra las carrozas que usa el islam para el Día del Orgullo LGTBI 2,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
35,Prefijo 729 en código de barras identifica a marcas fabricadas en Israel,0.0625,0.125,0.125,0.1875,0.1875,1.0,1.0,0.6667,0.75,0.6
36,"Brigada de rescatistas mexicanos ""Topos"" viajan rumbo a Turquía el 7 de febrero ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,“Beatriz Sánchez gana $14 millones mensuales y su hijo jefe de gabinete de la Se,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Tenemos cuatro millones de trabajadores en negro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Van 5 meses seguidos de crecimiento y generación de empleos nuevos,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.25,0.2
40,Un espontáneo que saltó al campo en el partido Portugal-Uruguay del Mundial Qata,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
41,El 63% de las víctimas del conflicto fue en los gobiernos Pastrana y Uribe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Las películas de Eduardo Casanova reciben cientos de miles de euros en subvencio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,"Celáa y Valerio, Ministras y ex ministras de Sánchez se pusieron guantes de láte",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,"""(A Pere Aragonés) ustedes eliminaron la consejería de Medio Ambiente hace 10 añ",0.0,0.0,0.0,0.3333,0.3333,0.0,0.0,0.0,0.25,0.2
45,El Gobierno publicó un documento el 5 de marzo con el que se exigía a las reside,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Biden admite que EE.UU. está detrás del sabotaje de Nordstream 1 y 2,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
47,Hace 5 años empezaron los paros en los subtes,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.2
48,"Cinco personas, dos de ellas pertenecientes a Vox, han agredido a una concejal s",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,El calendario de diciembre del 2023 no se repetirá hasta dentro de 823 años,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
50,"3.000 personas, académicas, enviaron carta a favor de reforma a la salud",0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2
51,En este vídeo de protestas con personas desnudas se puede ver en qué se gastan l,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
52,Foto de una carretera tras el sismo en Guatemala el 16 de febrero de 2022,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
53,Meme de Ebrard sobre la Línea 12 del Metro en Ciudad de México,0.0556,0.1111,0.1667,0.2222,0.2778,1.0,1.0,1.0,1.0,1.0
54,A partir del 1 de enero entró en vigor el nuevo calendario oficial para los sign,0.0526,0.1053,0.1579,0.2105,0.2632,1.0,1.0,1.0,1.0,1.0
55,Cultivos de coca pasaron de 40.000 a 300.000 hectáreas,0.0588,0.1176,0.1765,0.2353,0.2941,1.0,1.0,1.0,1.0,1.0
56,La cárcel concentra el 95 por ciento del contagio de Villavicencio,0.0,0.1111,0.2222,0.2222,0.2222,0.0,0.5,0.6667,0.5,0.4
57,El aumento de muertes cardíacas repentinas de jugadores de la FIFA en 2021 fue d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,El joven que agredió sexualmente a una niña de 9 años en Huesca a principios de ,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
59,La casa de José Luis Rodríguez Zapatero ha sido desalojada por una fiesta con 20,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
60,Hoy las mineras por [el impuesto a las] Ganancias pagan siete veces más que lo q,0.0909,0.1818,0.2727,0.2727,0.2727,1.0,1.0,1.0,0.75,0.6
61,"Con esta reforma, en el accidente de Once el Estado no sería responsable",0.0769,0.0769,0.0769,0.0769,0.0769,1.0,0.5,0.3333,0.25,0.2
62,Suecia ha implementado jornada laboral de seis horas,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
63,Creo que hay una o dos comunidades que tienen [una ley propia de protección de l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,"Lorenzo Córdova recibirá 700 mil pesos de aguinaldo. Supongo, como él es el márt",0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
65,Sólo el 50% de los argentinos tiene acceso a una cuenta bancaria,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
66,El sorteo de una tarjeta regalo de 500 euros de Leroy Merlin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Una encuesta del Diari de Andorra da 82 escaños a Vox,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
68,La vidente Nube de María predijo el coronavirus en un programa el 24 de diciembr,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
69,Hay una “muy evidente trampa” en las elecciones de medio término.,0.0588,0.1176,0.1765,0.2353,0.2941,1.0,1.0,1.0,1.0,1.0
70,"Rescatado con vida un bebé en Catarroja, Comunitat Valenciana, víctima de la DAN",0.0,0.0625,0.125,0.1875,0.25,0.0,0.5,0.6667,0.75,0.8
71,"""Hay siete millones de españoles que quieren trabajar y no pueden """,0.0588,0.1176,0.1765,0.2353,0.2941,1.0,1.0,1.0,1.0,1.0
72,"Sevilla registró 51 grados en 1876, siempre ha ocurrido",0.0588,0.1176,0.1176,0.1765,0.2353,1.0,1.0,0.6667,0.75,0.8
73,Esta comparación prueba que en 100 años no ha subido el nivel del mar en Estados,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
74,Jorge Ramos y Karina Banda invitan a participar en un programa de eliminación de,0.0526,0.1053,0.1579,0.2105,0.2632,1.0,1.0,1.0,1.0,1.0
75,El rey Felipe VI se ha gastado más de 500.000 euros en un coche en plena crisis ,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
76,"Por aclarar, en 2019 murieron 278.000 personas por cáncer en España.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,China eligió un diseño para sus uniformes inspirado en la bandera palestina para,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
78,Video del ataque de la Resistencia Islámica en Irak contra el aeropuerto de Haif,0.0,0.0,0.1,0.2,0.2,0.0,0.0,0.3333,0.5,0.4
79,"Hay 1.421 medicamentos desabastecidos en Colombia, con Petro y Corcho",0.0667,0.1333,0.2,0.2,0.2,1.0,1.0,1.0,0.75,0.6
80,Boris Johnson dijo que los test PCR sirven en 7% de los casos,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
81,"Israel, único país con cuatro vacunas, rompió record de casos de covid-19",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,[Contrajo deuda por] más de US$100 mil millones,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
83,Esta fotografía muestra a Emmanuel Macron huyendo de una protesta de agricultore,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
84,232 niños murieron en Italia a causa del COVID-19,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
85,Video muestra capacitación para fraude en elecciones del 6 de junio de 2021 en M,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
86,Un hito son los 521 acusados de crímenes de lesa humanidad ya condenados o los 1,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.3333,0.25,0.2
87,Canciller de Austria informó a Soros que su organización Open Society Foundation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,La credencial electoral digital del INE permite votar el 2 de junio de 2024,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
89,Este video habla la Corporación Chilena de la Madera de incendios de 2023,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
90,El Corte Inglés busca 200 puestos de trabajo para trabajar desde casa,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.2
91,Compraron pruebas COVID-19 antes del 2020,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
92,La Generalitat de Cataluña publica una guía donde enseña a los alumnos de 3 a 5 ,0.0,0.0,0.0,0.3333,0.3333,0.0,0.0,0.0,0.25,0.2
93,Este video muestra cómo el mar invadió tierra firme en Turquía tras el sismo en ,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
94,Las EPS se quedaron con 20 billones de pesos,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.3333,0.25,0.2
95,“Galicia es desde hoy la única comunidad de España en la que la educación infant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,La conjunción entre Júpiter y Saturno ocurre por primera vez desde 1226,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
97,"En 2013 el subte tuvo 252 millones de pasajeros, un 7% más que el año anterior",0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.2
98,Más del 60% de los municipios de Cataluña tienen más de 500 casos por cada 100.0,0.0556,0.1111,0.1667,0.2222,0.2222,1.0,1.0,1.0,1.0,0.8
99,El sector de la construcción se ha desplomado un 25%,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.3333,0.25,0.2
100,[Creamos] los primeros dos parques nacionales marinos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,[El turismo interno] del 2013 al 2015 cayó en tres millones de pasajeros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,La economía asistió a un fin de año de 2021 exhibiendo una profunda recuperación,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
103,Rodolfo Hernández propuso en este video una jornada laboral de 10 horas para los,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
104,Boletas de las elecciones 2021 en México a favor de Morena tiradas en Macuspana,0.0526,0.1053,0.1579,0.2105,0.2632,1.0,1.0,1.0,1.0,1.0
105,Javier Milei tomando pastillas durante el debate del balotaje de 2023,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
106,"[T] No, McDonald's no está regalando tarjetas regalo de 50€ por el 50 aniversari",0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
107,Hoy las obras salen 40% menos,0.0714,0.1429,0.2143,0.2857,0.2857,1.0,1.0,1.0,1.0,0.8
108,Cada 10 horas muere una persona por desnutrición en la Argentina,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
109,France 24 informó sobre un complot para asesinar al presidente Macron en su visi,0.0526,0.1053,0.1579,0.2105,0.2632,1.0,1.0,1.0,1.0,1.0
110,"“Ya estamos pagando la prima de riesgo a 250 puntos, la prima de riesgo más alta",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,"Vidal, en 4 años, ni una cárcel construyó",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,“Al día de hoy se han entregado 60.222 viviendas y otras 131.077 se encuentran e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,Alemania pasa de trabajar 35 a 28 horas semanales,0.0526,0.1053,0.1579,0.2105,0.2632,1.0,1.0,1.0,1.0,1.0
114,Una familia de dos ancianos y dos niños pequeños se manifiestan con banderas de ,0.0,0.0,0.0714,0.0714,0.1429,0.0,0.0,0.3333,0.25,0.4
115,[T] ¿Qué sabemos sobre la supuesta violación de dos niñas en Cádiz por seis marr,0.0625,0.125,0.1875,0.1875,0.1875,1.0,1.0,1.0,0.75,0.6
116,Un niño de 14 años de Baeza fue disparado seis veces por su padrastro y WhatsApp,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
117,Imagen de uno de los 50 túneles desenterrados en Rafah y conectados con Egipto,0.1429,0.1429,0.1429,0.1429,0.1429,1.0,0.5,0.3333,0.25,0.2
118,Video muestra el paso del huracán Beryl por el sureste de México en julio de 202,0.1111,0.1111,0.2222,0.2222,0.2222,1.0,0.5,0.6667,0.5,0.4
119,Holanda lanza una «pastilla letal» para mayores de 70 años que estén «cansados d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,"Iglesia en Los Ángeles, California, quedó intacta a los incendios en enero de 20",0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.2
121,Los ganadores de los Premios Goya 2022 de cine iban sin mascarilla,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
122,Más de 80.000 personas reunidas para ver a Javier Milei en Parque Lezama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,El Tribunal Constitucional emitió una sentencia el 29 de enero de 2025 que avala,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
124,Foto de los reyes Felipe VI y Letizia y Pedro Sánchez entrando en el Congreso de,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.2
125,“Nueve de cada diez abortos en Cataluña se hagan a través de la red privada”,0.0556,0.1111,0.1667,0.2222,0.2778,1.0,1.0,1.0,1.0,1.0
126,El diario ALERTA de Cantanria dijo que más de 900.000 peruanos padecerían de hep,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
127,Los avances de la refinería de Dos Bocas en Tabasco al 2021,0.0,0.1429,0.1429,0.2857,0.4286,0.0,0.5,0.3333,0.5,0.6
128,“El año pasado sacamos un 15% más de plazas para la formación médica especializa,0.0588,0.1176,0.1765,0.2353,0.2941,1.0,1.0,1.0,1.0,1.0
129,Un niño que fue sacado hasta ¡¡5!! veces de entre los escombros de diferentes ci,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
130,"“[Sobre los fondos Next Generation] porque de cada diez euros, siete quedan en l",0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
131,"El líder de la banda ucraniana Kalush Orchestra, que ganó Eurovisión 2022, hizo ",0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
132,"Ese tren con las letras “COVID-19”, fue visto en Texas, en septiembre de 2019",0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
133,[Las mujeres] ocupamos casi 40% de los puestos de conducción,0.0769,0.0769,0.1538,0.2308,0.2308,1.0,0.5,0.6667,0.75,0.6
134,Soldados de Estados Unidos vendieron videos de 54 niñas a las que violaron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Miles de venezolanos vienen de Cúcuta a tomarse Bogotá en paro 21 octubre,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
136,"En la Ciudad de Buenos Aires el 100% del comercio ya puede abrir, el 100% de la ",0.0,0.3333,0.3333,0.3333,0.6667,0.0,0.5,0.3333,0.25,0.4
137,"Niño fue rescatado después de pasar ""192 horas"" bajo los escombros.",0.0588,0.1176,0.1176,0.1765,0.2353,1.0,1.0,0.6667,0.75,0.8
138,"Vídeo ""Argentina Campeón Mundial"" es un virus que entra en el teléfono en 10 seg",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,France 24 informó que los sicarios de Villavicencio en Ecuador recibieron llamad,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
140,Dina Boluarte está promocionando una plataforma de inversión por S/ 950 en marzo,0.0769,0.1538,0.1538,0.1538,0.2308,1.0,1.0,0.6667,0.5,0.6
141,Ley de California AB2223 permite matar a bebés vivos de hasta 28 días,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
142,El FORO ECONÓMICO MUNDIAL REVELA la VERDAD de “Las CIUDADES de 15 MINUTOS”,0.0556,0.1111,0.1667,0.2222,0.2778,1.0,1.0,1.0,1.0,1.0
143,La cadena británica BBC revela en una portada que Nicolás Maduro pagó 32 millone,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
144,Por primera vez en un mes de mayo ha caído un 7% la venta de vehículos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,Durante los últimos cuatro años no creció el empleo [privado] en la Argentina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,Este año se recuperó la inversión por encima de 2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,"Pedro Sánchez tuitea que ""la cuota de de autónomos pasará de 288 € a 433€. No de",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,"“(Desde que gobierna el PP en Galicia) Hay casi 80.000 puestos de trabajo menos,",0.0,0.0,0.0769,0.1538,0.2308,0.0,0.0,0.3333,0.5,0.6
149,Este video muestra represión a transportistas que protestan contra inseguridad e,0.0556,0.1111,0.1667,0.1667,0.1667,1.0,1.0,1.0,0.75,0.6
150,La Ley de Financiamiento y la de Educación Nacional se empezaron a incumplir hac,0.0556,0.1111,0.1667,0.2222,0.2778,1.0,1.0,1.0,1.0,1.0
151,“Desde el año 2020 le arrebatamos el liderazgo en número de trabajadores autónom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,Cuando no se tenga nebulizador se puede utilizar la tetera agregar el agua con e,0.0,0.0833,0.1667,0.1667,0.25,0.0,0.5,0.6667,0.5,0.6
153,ABC tuitea que cuatro de cada cinco jóvenes del colectivo LGTBI se sentirían más,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
154,Españolazos: de las 35 empresas españolas del IBEX solo 1 tributa en España; Lab,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
155,Nuevo medicamento que promete curar la diabetes en tres días.,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
156,Cinco israelíes bailan y celebran por el atentado contra las torres gemelas de N,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
157,Hoy existe el mismo déficit de viviendas que en 2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Página web que anuncia 250 vacantes para trabajar en Mercadona,0.0,0.1667,0.3333,0.3333,0.3333,0.0,0.5,0.6667,0.5,0.4
159,"Video de accidente aéreo en Nepal, el 15 de enero de 2023",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,Placa de La Nación en la que Sergio Massa ofrece un bono de 350.000 pesos al col,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
161,Wired descubrió que el Gobierno de Ucrania utilizó 120 millones de dólares para ,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
162,Logros de Petro en los primeros 4 días de su gobierno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,“Nadie planteó estas preguntas [si Ceuta y Melilla están protegidas por la OTAN],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,Video de una explosión en el aeropuerto de Kabul el 26 de agosto de 2021,0.0588,0.1176,0.1765,0.2353,0.2941,1.0,1.0,1.0,1.0,1.0
165,"Redujimos un 81,8% los secuestros extorsivos",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,Ahora el Gobierno ha subido un 27% la factura de luz y un 22% la factura del gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,(BOE del nombramiento de María Jesús Conde Zabala) “Con una retirbución [sic] an,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
168,Es sospechoso que haya vacuna contra el covid-19 en tres meses pero no contra el,0.0526,0.1053,0.1579,0.2105,0.2632,1.0,1.0,1.0,1.0,1.0
169,"A partir del 1 de junio, las boquillas de los alcoholímetros van a ser de pago",0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
170,Hoy un chico puede votar a los 16 años pero no es responsable. No puede ser que ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2
171,"Francia 7 de agosto, Todos unidos contra el pase de la vergüenza",0.0588,0.1176,0.1765,0.1765,0.2353,1.0,1.0,1.0,0.75,0.8
172,40.000 seres conscientes presentes protestando contra la dictadura médica. Austr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,"La vivienda social representa apenas un 2,5% del parque en nuestro país",0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
174,El ATP le llegó a 2 de cada 3 empresas de la Ciudad,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.3333,0.25,0.2
175,Con Carmena cada madrileño pasa una media de 129 horas atascado al año,0.0526,0.1053,0.1579,0.2105,0.2632,1.0,1.0,1.0,1.0,1.0
176,"2,433 bebés muertos en el VAERS. Más muertes fetales en los últimos 11 meses que",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,"Piedras se sueltan del cañón del sumidero, en Tuxtla Gutiérrez, Chiapas, y golpe",0.0526,0.1053,0.1579,0.2105,0.2632,1.0,1.0,1.0,1.0,1.0
178,La ONU quiere asesinar ancianos y a los que no contribuyen al “desarrollo susten,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
179,Hace ocho o nueve meses que crece el empleo en la Argentina,0.0526,0.1053,0.1579,0.2105,0.2632,1.0,1.0,1.0,1.0,1.0
180,En España se han producido 800.000 desahucios en los últimos diez años,0.05,0.1,0.15,0.2,0.25,1.0,1.0,1.0,1.0,1.0
181,Esta foto muestra un acto político de la candidata de la coalición de los partid,0.0714,0.1429,0.2143,0.2857,0.3571,1.0,1.0,1.0,1.0,1.0
182,En diciembre se produjo un millón de barriles diarios con inversión nacional,0.0,0.3333,0.3333,0.3333,0.3333,0.0,0.5,0.3333,0.25,0.2
